,var1(t-6),var1(t-5),var1(t-4),var1(t-3),var1(t-2),var1(t-1),var1(t)
1984,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_125000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132000_03.jpg
1985,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132500_03.jpg
1986,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133000_03.jpg
1987,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133500_03.jpg
1988,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134000_03.jpg
1989,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134500_03.jpg
1990,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135000_03.jpg
1991,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135500_03.jpg
1992,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140000_03.jpg
1993,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_133500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140500_03.jpg
1994,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141000_03.jpg
1995,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_134500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141500_03.jpg
1996,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142000_03.jpg
1997,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_135500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142500_03.jpg
1998,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143000_03.jpg
1999,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_140500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143500_03.jpg
2000,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144000_03.jpg
2001,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_141500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144500_03.jpg
2002,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145000_03.jpg
2003,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_142500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145500_03.jpg
2004,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150000_03.jpg
2005,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_143500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150500_03.jpg
2006,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151000_03.jpg
2007,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_144500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151500_03.jpg
2008,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152000_03.jpg
2009,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_145500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152500_03.jpg
2010,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153000_03.jpg
2011,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_150500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153500_03.jpg
2012,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154000_03.jpg
2013,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_151500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154500_03.jpg
2014,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155000_03.jpg
2015,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_152500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155500_03.jpg
2016,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_160000_03.jpg
2017,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_153500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_160000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_160500_03.jpg
2018,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_154500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_155500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_160000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_160500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210917_161000_03.jpg
